Record_ID_Number,ProjectName,SampleNumber,Taxon,Count
18204,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-55,Micropogonias undulatus,1
18206,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-56,Ctenogobius boleosoma,3
18205,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-56,Symphurus plagiusa,1
18208,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-57,Gobionellus oceanicus,4
18209,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-57,Micropogonias undulatus,1
18210,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-57,Neoconger mucronatus,1
18211,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-58,Ctenogobius boleosoma,5
18212,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-58,Gobionellus oceanicus,4
18214,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Ctenogobius boleosoma,2
18215,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Sciaenidae,3
18213,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Symphurus plagiusa,1
18217,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Citharichthys spilopterus,2
18218,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Ctenogobius boleosoma,1
18219,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Gobionellus oceanicus,1
18216,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Micropogonias undulatus,2
18220,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-61,Citharichthys spilopterus,1
18222,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-62,Anchoa mitchilli,1
18223,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-62,Gobionellus oceanicus,1
18221,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-62,Symphurus plagiusa,1
18225,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Ctenogobius boleosoma,2
18224,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Gobiosoma bosc,1
17809,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-01,No species collected,0
17810,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Fundulus grandis,1
17811,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-03,Adinia xenica,1
17812,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-04,No species collected,0
17813,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Ctenogobius boleosoma,1
17814,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Menidia beryllina,2
17815,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-06,No species collected,0
17816,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-07,Adinia xenica,1
17817,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Gobiosoma robustum,1
17818,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-09,Mugil cephalus,4
17819,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Ctenogobius boleosoma,2
17820,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Lagodon rhomboides,2
17821,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-11,Ctenogobius boleosoma,7
17829,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Ctenogobius boleosoma,3
17830,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Gobiidae,1
17822,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Lagodon rhomboides,1
17828,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Myrophis punctatus,1
17824,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Anchoa mitchilli,1
17823,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Citharichthys spilopterus,1
17825,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-14,Mugil cephalus,2
17831,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-14,Myrophis punctatus,1
17770,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-15,No species collected,0
17771,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-16,Citharichthys spilopterus,1
17772,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-17,Myrophis punctatus,1
17773,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-18,Cyprinodon variegatus,1
17774,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-19,Menidia beryllina,1
17775,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-20,Fundulus grandis,1
17776,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Ctenogobius boleosoma,2
17777,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-22,Myrophis punctatus,2
17778,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Ctenogobius boleosoma,1
17780,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Ctenogobius boleosoma,3
17779,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Mugil cephalus,14
17781,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-25,Ctenogobius boleosoma,1
17782,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Adinia xenica,1
17784,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Ctenogobius boleosoma,1
17783,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Cyprinodon variegatus,1
17785,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Gobiesox strumosus,1
17786,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-28,No species collected,0
17787,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-29,No species collected,0
17790,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-30,Citharichthys spilopterus,1
17789,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-30,Gobionellus oceanicus,1
17788,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-30,Leiostomus xanthurus,1
17794,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Ctenogobius boleosoma,1
17791,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Cyprinodon variegatus,4
17792,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Fundulidae,2
17793,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Fundulus grandis,2
17795,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-32,No species collected,0
17796,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Anchoa mitchilli,2
17797,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Gobiosoma sp.,2
17798,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Symphurus plagiusa,1
17799,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-34,Ctenogobius boleosoma,2
17800,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-35,Gobionellus oceanicus,2
17801,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-35,Gunterichthys longipenis,1
17802,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-36,Citharichthys spilopterus,1
17804,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-37,Citharichthys spilopterus,1
17803,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-37,Ctenogobius boleosoma,2
17805,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-38,No species collected,0
17807,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Ctenogobius boleosoma,1
17806,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-39,Myrophis punctatus,4
17833,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-40,Ctenogobius boleosoma,1
17808,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-40,Micropogonias undulatus,1
17835,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-41,Anchoa mitchilli,2
17834,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-41,Elops saurus,1
17836,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-42,No species collected,0
17837,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-43,No species collected,0
17838,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-44,No species collected,0
17839,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-45,Myrophis punctatus,1
17840,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-46,Myrophis punctatus,1
17841,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-46,Syngnathus scovelli,1
17843,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-47,Citharichthys spilopterus,1
17842,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-47,Ctenogobius boleosoma,1
17844,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-48,No species collected,0
17845,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-49,Citharichthys spilopterus,1
17846,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-50,Myrophis punctatus,1
17851,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Citharichthys spilopterus,1
17848,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Ctenogobius boleosoma,4
17847,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Gobiesox strumosus,1
17849,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Lagodon rhomboides,3
17850,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-51,Myrophis punctatus,7
17852,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Citharichthys spilopterus,1
17855,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Ctenogobius boleosoma,1
17853,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Gobiosoma bosc,1
17854,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-52,Microgobius thalassinus,1
17857,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-53,Citharichthys spilopterus,1
17856,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-53,Microgobius thalassinus,2
17858,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Ctenogobius boleosoma,1
17860,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Gobiidae,1
17859,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-54,Myrophis punctatus,1
17862,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Gobiesox strumosus,1
17861,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Leiostomus xanthurus,1
17863,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-55,Myrophis punctatus,2
17865,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-56,Leiostomus xanthurus,1
17864,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-56,Myrophis punctatus,1
17866,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-57,Ctenogobius boleosoma,1
17867,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-57,Leiostomus xanthurus,1
17869,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Lagodon rhomboides,1
17871,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Menidia beryllina,1
17868,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Myrophis punctatus,2
17870,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-58,Syngnathus scovelli,1
17873,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-59,Anchoa mitchilli,1
17874,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-59,Citharichthys spilopterus,1
17872,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-59,Myrophis punctatus,1
17875,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-60,Microgobius gulosus,1
17877,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-61,Anchoa mitchilli,1
17876,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-61,Microgobius gulosus,1
17878,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-61,Myrophis punctatus,3
17880,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-62,Gobiosoma bosc,1
17879,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-62,Myrophis punctatus,1
17882,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-63,Anchoa mitchilli,1
17881,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-63,Myrophis punctatus,1
17832,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-64,Gobiesox strumosus,2
17883,Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-64,Myrophis punctatus,8
