ProjectName,SampleNumber,StudySite,Date,Time,GPSLatitude,GPSLongitude,GearType,AreaSampled,FieldSalinity_in_ppt,LaboratorySalinity_in_ppt,WaterTemperature_in_°C,Dissolved_Oxygen_in_ppm,Turbidity_in_NTU's,Distance_to_Marsh_Edge_in_m,Distance_to_Seagrass_Edge_in_m,Inside_Depth_One_in_cm,Inside_Depth_Two_in_cm,Inside_Depth_Three_in_cm,Inside_Depth_Four_in_cm,Inside_Depth_Five_in_cm,GeneralHabitat,PhysicalHabitat,DominantPlantSpecies,MarshSeagrassType,MiscDescriptor,GeneralHabitatComments,PlantBiomass_in_grams,PlantWetBiomass_in_grams,PlantDryBiomass_in_grams,StemCount,VegCover,PlantComments
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-13,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,10:10 AM,29.18431,90.14223,1,1,20,25,26.20000076,4.900000095,8.979999542,1.100000024,-999,29,24,27,23,21,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,151,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,10:31 AM,29.18413,90.14134,1,1,22,24,26.29999924,5.300000191,23.5,0.899999976,-999,43,42,39,42,51,Open Water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-15,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,11:27 AM,29.2255,90.10442,1,1,22,25,25.39999962,6.199999809,29.60000038,3,-999,6,7,5,4,5,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,192,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-16,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,12:15 PM,29.19913,90.12605,1,1,20,24,27.5,4.599999905,98,0.699999988,-999,19,14,21,17,23,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,154,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,12:38 PM,29.1979,90.12518,1,1,20,23,27.70000076,5.599999905,28.60000038,1,-999,33,32,36,37,32,Open Water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,1:04 PM,29.19545,90.10612,1,1,24,24,27.29999924,4.900000095,37.29999924,0.800000012,-999,40,35,30,42,38,Open Water,Nonvegetated,Nonvegetated,Natural,SNB1,5% oyster bed,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,1:50 PM,29.23674,90.1398,1,1,20,19,29.10000038,4.800000191,158.5,0.699999988,-999,10,14,9,6,9,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,134,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,7:54 AM,29.19028,90.09124,1,1,25,24,25,4.300000191,5.210000038,4.5,-999,15,15,15,17,13,Marsh,Vegetated,Spartina alterniflora,Natural,M5,,,,,157,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,8:28 AM,29.20244,90.09647,1,1,25,24,25.29999924,5.300000191,36.59999847,3.299999952,-999,20,19,19,20,20,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,134,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,9:00 AM,29.23234,90.10044,1,1,22,24,25.5,5.5,34.70000076,3,-999,6,6,6,6,6,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,165,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,9:40 AM,29.24468,90.10709,1,1,21,-999,24.79999924,5.599999905,-999,4.800000191,-999,8,9,9,8,9,Marsh,Vegetated,Spartina alterniflora,Natural,M5,,,,,166,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,10:35 AM,29.25288,90.12847,1,1,20,24,26.5,4.300000191,41,3.099999905,-999,9,9,9,9,10,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,186,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,10:59 AM,29.24541,90.13242,1,1,20,24,26.70000076,5.800000191,30.10000038,0.699999988,-999,51,47,55,44,49,Open Water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,11:28 AM,29.25325,90.11683,1,1,21,24,26.39999962,5.699999809,149.8999939,1.299999952,-999,20,21,18,21,21,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,85,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,12:36 PM,29.24125,90.15188,1,1,19,24,28.20000076,6.800000191,15.60000038,3.200000048,-999,18,14,16,14,12,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,90,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,1:12 PM,29.22221,90.16418,1,1,20,24,29.5,4.900000095,266,1,-999,10,10,9,8,9,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,246,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,2:00 PM,29.25503,90.16418,1,1,20,24,28.20000076,5.900000095,75.69999695,3,-999,9,8,6,9,9,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,164,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,2:26 PM,29.2514,90.16429,1,1,20,24,28.70000076,4.699999809,28.20000076,1.200000048,-999,33,32,33,38,42,Open Water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-31,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,2:56 PM,29.23553,90.17008,1,1,20,24,25.20000076,5.800000191,15.5,2.700000048,-999,4,6,5,4,3,Marsh,Vegetated,Mixed Vegetation,Natural,M3,,,,,658,-999,Spartina alterniflora and Spartina patens
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,3:36 PM,29.23118,90.16435,1,1,20,24,29.20000076,4.300000191,75.59999847,1.100000024,-999,14,14,16,15,16,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,188,-999,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,9:00 AM,29.22946,90.08542,1,1,24,26,24.39999962,5.400000095,41.5,50,-999,51,51,51,54,49,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-34,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,9:43 AM,29.21578,90.10554,1,1,24,25,24.60000038,6.199999809,97.90000153,22,-999,97,97,97,97,97,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,10:17 AM,29.21192,90.11297,1,1,24,25,25.20000076,4.5,85.09999847,49,-999,102,105,104,102,110,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-36,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,10:46 AM,29.22354,90.10388,1,1,23,25,25.70000076,6,129.5,4.800000191,-999,60,61,63,61,64,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,11:16 AM,29.20528,90.1034,1,1,24,24,25.70000076,5.300000191,49.29999924,18,-999,70,70,74,74,69,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,11:39 AM,29.20218,90.10664,1,1,24,25,26,5.5,138.3000031,47,-999,63,63,63,64,68,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,12:32 PM,29.1917,90.10332,1,1,24,26,26.60000038,5.599999905,53.79999924,52,-999,120,120,116,118,118,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-40,Wisner Wildlife Mgmt area & Lake Palourde,10/11/2005,1:01 PM,29.18674,90.09893,1,1,25,25,27.20000076,5,61.40000153,5.400000095,-999,68,65,64,63,68,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,7:54 AM,29.21847,90.13366,1,1,23,24,24.89999962,3.900000095,27,52,-999,91,92,91,91,91,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-42,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,8:22 AM,29.20574,90.12735,1,1,24,25,24.70000076,3.799999952,115.5999985,47,-999,93,93,90,90,91,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,9:38 AM,29.20069,90.13026,1,1,24,25,25.89999962,4.400000095,201,5.800000191,-999,58,58,58,59,60,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,10:08 AM,29.21099,90.13754,1,1,23,25,26.20000076,4.400000095,304,4.800000191,-999,55,53,53,56,55,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-45,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,10:35 AM,29.19306,90.14418,1,1,23,25,25.89999962,4.900000095,122,18,-999,90,90,90,89,89,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-46,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,11:15 AM,29.19313,90.172,1,1,24,25,26.20000076,4.900000095,54.59999847,22,-999,93,89,93,93,85,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-47,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,11:44 AM,29.19244,90.16074,1,1,24,25,26.79999924,4.800000191,38.40000153,5.199999809,-999,77,77,77,76,76,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-48,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,12:40 PM,29.18621,90.15765,1,1,24,25,27,5.199999809,23.20000076,4.699999809,-999,50,50,50,50,50,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-49,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,1:04 PM,29.17723,90.16903,1,1,24,25,28,4.900000095,20.20000076,22,-999,59,59,59,57,57,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Wisner Wildlife Mgmt area & Lake Palourde,10/12/2005,1:41 PM,29.16817,90.17614,1,1,26,27,28.29999924,5.699999809,38.90000153,53,-999,72,74,77,74,72,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,7:42 AM,29.2033,90.15488,1,1,26,26,25.70000076,3.900000095,179.6000061,5.400000095,-999,47,47,48,50,46,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-52,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,8:08 AM,29.21716,90.16557,1,1,23,25,25.29999924,3.900000095,107.1999969,18,-999,74,74,74,74,75,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,8:55 AM,29.22996,90.17039,1,1,22,24,25.70000076,4,28.60000038,48,-999,98,97,100,100,100,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-54,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,9:26 AM,29.24153,90.15321,1,1,22,25,25.20000076,3,125.9000015,21,-999,84,84,84,84,84,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-55,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,9:54 AM,29.25535,90.13161,1,1,22,24,26.10000038,4.400000095,76.30000305,51,-999,104,104,104,105,105,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-56,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,10:20 AM,29.25319,90.11965,1,1,22,24,25.29999924,4.400000095,129,5.5,-999,60,60,60,60,60,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-57,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,10:40 AM,29.24959,90.11759,1,1,23,24,25.39999962,4,153.5,17,-999,80,80,84,81,80,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-58,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,11:04 AM,29.24713,90.11728,1,1,22,24,26.60000038,5.599999905,81.80000305,7.300000191,-999,53,54,55,55,56,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-59,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,11:25 AM,29.24991,90.11023,1,1,22,23,26.60000038,5.900000095,216,18,-999,59,60,61,62,61,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-60,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,11:45 AM,29.25512,90.114,1,1,23,24,27,6,23.79999924,17,-999,86,86,86,86,86,Open Water,Nonvegetated,Nonvegetated,Natural,SNB20,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-61,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,12:41 PM,29.25385,90.16833,1,1,21,23,28,4.099999905,29,4.800000191,-999,56,56,57,54,53,Open Water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-62,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,1:14 PM,29.25305,90.16332,1,1,21,23,27.70000076,5.699999809,28.60000038,47,-999,83,81,83,83,83,Open Water,Nonvegetated,Nonvegetated,Natural,SNB50,,,,,0,0,
Barataria Bay Post-Katrina Fall 2005,KATBF-2005-63,Wisner Wildlife Mgmt area & Lake Palourde,10/13/2005,4:05 PM,29.23984,90.16003,1,1,20,24,29.70000076,6,84.09999847,0.800000012,-999,16,19,16,18,19,Marsh,Vegetated,Spartina alterniflora,Natural,M1,This station changed to Stn 63 from Stn 33; Stn 33 was a duplicate station,,,,73,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-01,Wisner Wildlife Mgmt area,4/26/2005,9:05 AM,29.2417,-90.1733,1,1,20,20,20.79999924,6.400000095,47,1,-999,14,14,13,13,10,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,172,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-02,Wisner Wildlife Mgmt area,4/26/2005,9:45 AM,29.2467,-90.1758,1,1,19,21,21.10000038,7,60.20000076,3.599999905,-999,12,11,14,13,14,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,261,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-03,Wisner Wildlife Mgmt area,4/26/2005,10:30 AM,29.2354,-90.168,1,1,20,20,21.29999924,7,37.5,3.099999905,-999,12,15,14,8,13,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,165,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-04,Wisner Wildlife Mgmt area,4/26/2005,10:53 AM,29.2327,-90.1641,1,1,21,22,21.70000076,7.5,35.20000076,0.800000012,-999,18,19,15,16,14,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,197,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-05,Wisner Wildlife Mgmt area,4/26/2005,11:25 AM,29.2408,-90.1624,1,1,20,20,21.70000076,6.300000191,60.09999847,3.400000095,-999,15,18,23,18,15,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,312,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-06,Wisner Wildlife Mgmt area,4/26/2005,12:44 PM,29.2523,-90.1429,1,1,21,22,21.70000076,6,163.3999939,3.5,-999,13,15,14,12,15,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,300,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-07,Wisner Wildlife Mgmt area,4/26/2005,1:20 PM,29.2331,-90.1368,1,1,24,22,22.10000038,7,176,0.899999976,-999,5,4,3,4,9,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,261,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-08,Wisner Wildlife Mgmt area,4/26/2005,1:48 PM,29.2345,-90.13,1,1,22,22,22.29999924,7,210,0.600000024,-999,11,14,10,10,14,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,182,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-09,Wisner Wildlife Mgmt area,4/26/2005,2:30 PM,29.2462,-90.1014,1,1,22,21,24.5,6,159.6999969,2.700000048,-999,18,17,14,16,16,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,277,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-10,Wisner Wildlife Mgmt area,4/26/2005,3:30 PM,29.2501,-90.1127,1,1,22,21,22.89999962,6.199999809,470,0.800000012,-999,14,9,9,13,13,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,207,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-11,Wisner Wildlife Mgmt area,4/27/2005,11:58 AM,29.2164,-90.1328,1,1,24,21,23.10000038,9.699999809,69.90000153,1,-999,50,61,50,46,40,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Cutbank; marsh flooded,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-12,Wisner Wildlife Mgmt area,4/27/2005,12:20 PM,29.2054,-90.1208,1,1,25,25,23.70000076,7.900000095,39.79999924,0.800000012,-999,50,51,48,48,49,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Cutbank; marsh flooded,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-13,Wisner Wildlife Mgmt area,4/27/2005,1:12 PM,29.1979,-90.118,1,1,24,24,24.29999924,6.800000191,117.8000031,0.600000024,-999,39,43,41,28,30,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Marsh flooded; gradual bank slope,,,,0,-999,Trace of Ruppia maritima
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-14,Wisner Wildlife Mgmt area,4/27/2005,1:48 PM,29.1824,-90.1121,1,1,24,24,26.29999924,9,55.29999924,1.100000024,-999,29,31,27,29,35,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Marsh flooded; gradual bank slope,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-15,Wisner Wildlife Mgmt area,4/27/2005,2:18 PM,29.1743,-90.1361,1,1,26,25,24.20000076,12,65.40000153,0.899999976,-999,37,38,37,37,32,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Marsh flooded; gradual bank slope,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-16,Wisner Wildlife Mgmt area,4/27/2005,3:10 PM,29.2064,-90.1454,1,1,23,20,24.79999924,7.800000191,73.30000305,1.100000024,-999,50,52,47,50,51,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Cutbank; marsh flooded,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-17,Wisner Wildlife Mgmt area,4/27/2005,3:36 PM,29.2038,-90.1454,1,1,26,24,24.79999924,7.699999809,46.90000153,1,-999,56,53,59,57,60,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Cutbank; marsh flooded,,,,-999,-999,No plant biomass information
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-18,Wisner Wildlife Mgmt area,4/27/2005,3:58 PM,29.2036,-90.1444,1,1,24,24,26.60000038,10.5,283,1.299999952,-999,8,9,9,11,9,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,367,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-19,Wisner Wildlife Mgmt area,4/27/2005,4:25 PM,29.2021,-90.1431,1,1,23,22,25.89999962,5.800000191,763,3.700000048,-999,10,7,8,6,9,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,354,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-20,Wisner Wildlife Mgmt area,4/27/2005,4:58 PM,29.1986,-90.1488,1,1,23,21,24.89999962,4.900000095,256,3.5,-999,8,5,6,6,6,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,289,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-21,Wisner Wildlife Mgmt area,4/27/2005,5:53 PM,29.2879,-90.1061,1,1,25,24,24.89999962,6.699999809,844,0.699999988,-999,5,4,8,6,5,Marsh,Vegetated,Spartina alterniflora,Natural,M1,,,,,312,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-22,Wisner Wildlife Mgmt area,4/28/2005,1:20 PM,29.2183,-90.1819,1,1,19,21,26.5,7.800000191,188,0.899999976,-999,35,34,30,28,28,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-23,Wisner Wildlife Mgmt area,4/28/2005,2:14 PM,29.18,-90.1589,1,1,26,-999,25.79999924,7.199999809,-999,1.100000024,-999,8,9,16,12,9,Marsh,Vegetated,Spartina alterniflora,Natural,M1,Gradual bank slope,,,,313,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-24,Wisner Wildlife Mgmt area,4/28/2005,3:50 PM,29.2443,-90.1095,1,1,20,24,25.5,6.599999905,157.1999969,3.200000048,-999,22,22,22,24,22,Marsh,Vegetated,Spartina alterniflora,Natural,M3,Gradual bank slope,,,,139,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-25,Wisner Wildlife Mgmt area,4/28/2005,4:42 PM,29.2049,-90.0882,1,1,24,25,27.29999924,5.900000095,86.09999847,2.599999905,-999,5,10,6,11,7,Marsh,Vegetated,Spartina alterniflora,Natural,M3,,,,,196,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-26,Wisner Wildlife Mgmt area,4/28/2005,5:15 PM,29.1985,-90.0972,1,1,23,25,27.60000038,7.400000095,219,1.100000024,-999,14,15,14,11,11,Marsh,Vegetated,Spartina alterniflora,Natural,M1,Gradual bank slope; broken marsh,,,,291,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-27,Wisner Wildlife Mgmt area,4/29/2005,1:40 PM,29.1742,-90.1524,1,1,22,24,26.79999924,6.800000191,28.39999962,0.699999988,-999,10,13,13,18,16,Marsh,Vegetated,Spartina alterniflora,Natural,M1,Gradual bank slope,,,,259,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-28,Wisner Wildlife Mgmt area,4/29/2005,2:05 PM,29.1751,-90.1525,1,1,25,24,26.70000076,6.199999809,51.09999847,2.700000048,-999,4,4,7,5,5,Marsh,Vegetated,Spartina alterniflora,Natural,M3,Gradual bank slope,,,,283,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-29,Wisner Wildlife Mgmt area,4/29/2005,2:35 PM,29.176,-90.1534,1,1,22,23,28.39999962,6.300000191,39,4.900000095,-999,5,8,5,5,4,Marsh,Vegetated,Spartina alterniflora,Natural,M5,Gradual bank slope,,,,290,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-30,Wisner Wildlife Mgmt area,4/29/2005,3:26 PM,29.2238,-90.15,1,1,22,24,27.20000076,6.199999809,90.30000305,1,-999,53,57,48,47,56,Open water,Nonvegetated,Nonvegetated,Natural,SNB1,Marsh flooded; gradual bank slope,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-31,Wisner Wildlife Mgmt area,4/29/2005,4:00 PM,29.2262,-90.1525,1,1,22,24,27.60000038,4.900000095,77.30000305,5,-999,15,12,10,12,11,Marsh,Vegetated,Spartina alterniflora,Natural,M5,15 cm cutbank,,,,335,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-32,Wisner Wildlife Mgmt area,4/29/2005,4:38 PM,29.2254,-90.18,1,1,21,23,26.29999924,5.800000191,70.59999847,5.099999905,-999,15,13,14,13,13,Marsh,Vegetated,Spartina alterniflora,Natural,M5,Cutbank,,,,313,-999,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-33,Wisner Wildlife Mgmt area,4/26/2005,9:50 AM,29.2126,-90.0765,1,1,25,23,20.89999962,6.599999905,136,73,-999,99,100,100,100,100,Open water,Nonvegetated,Nonvegetated,Natural,SNB50,See comment below for sample #60,,,,0,0,
Barataria Bay RC Pre-Katrina Spring 2005,KATBS-2005-34,Wisner Wildlife Mgmt area,4/26/2005,11:21 AM,29.2315,-90.0984,1,1,21,22,21.39999962,7.699999809,176,5.5,-999,72,62,68,65,62,Open water,Nonvegetated,Nonvegetated,Natural,SNB5,,,,,0,0,
