"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
4900874076,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/195755397","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.894956,-75.3678,706,NA,NA,NA,NA,NA,"2024-01-03T12:26:49",3,1,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",195755397,NA,"Nathan T. Jones",2024-03-02 16:11:04,"CC_BY_4_0","graecefrog","graecefrog",NA,NA,2025-06-07 02:50:50.854,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4892162947,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/222075681","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Connecticut","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.00865,-73.570353,9,NA,NA,NA,NA,NA,"2024-06-11T13:50",11,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",222075681,NA,"Scott Loarie",2024-06-12 08:01:30,"CC_BY_NC_4_0","seasidecenterkelly","seasidecenterkelly",NA,NA,2025-06-07 01:26:04.253,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4892127116,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/221030066","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Delaware","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.788863,-75.165908,4,NA,NA,NA,NA,NA,"2024-06-06T20:14:47",6,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",221030066,NA,"inbetweenbays",2024-06-07 03:53:12,"CC_BY_4_0","inbetweenbays","inbetweenbays",NA,NA,2025-06-07 00:15:30.124,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4875147530,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/219105240","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",28.908583,-82.691374,224,NA,NA,NA,NA,NA,"2024-05-28T13:49",28,5,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",219105240,NA,"C. Phillips",2024-05-29 13:39:26,"CC_BY_NC_4_0","C. Phillips","C. Phillips",NA,NA,2025-06-07 02:12:08.686,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4872158579,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/217705667","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Mississippi","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.250192,-89.422455,7,NA,NA,NA,NA,NA,"2024-05-23T06:03",23,5,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",217705667,NA,"Tim Guida",2024-05-23 15:19:44,"CC_BY_NC_4_0","Tim Guida","Tim Guida",NA,NA,2025-06-07 01:11:32.984,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4863891468,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/215438124","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Texas","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",28.151494,-96.973546,2,NA,NA,NA,NA,NA,"2024-03-23T08:30",23,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",215438124,NA,"Austin Smith",2024-05-14 22:02:07,"CC_BY_4_0","Jared Shorma","Jared Shorma",NA,NA,2025-06-07 01:56:40.875,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4863539146,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/215122801","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Rhode Island","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.760639,-71.322535,157,NA,NA,NA,NA,NA,"2024-05-11T16:05",11,5,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",215122801,NA,"fuscus",2024-05-11 23:02:27,"CC_BY_NC_4_0","fuscus","fuscus",NA,NA,2025-06-07 00:00:58.073,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4607612371,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/205316087","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Texas","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.199245,-94.963861,4,NA,NA,NA,NA,NA,"2024-03-31T15:41:51",31,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",205316087,NA,"Scott Loarie",2024-04-04 07:08:38,"CC_BY_NC_4_0","mochabonsai","mochabonsai",NA,NA,2025-06-07 03:01:42.199,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4607439787,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/203059158","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.893404,-75.371444,NA,NA,NA,NA,NA,NA,"2024-03-01T14:34",1,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",203059158,NA,"Nathan T. Jones",2024-03-19 03:01:28,"CC_BY_4_0","Nathan T. Jones","Nathan T. Jones",NA,NA,2025-06-07 00:54:37.531,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4607375483,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/196358250","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",24.832131,-80.805619,NA,NA,NA,NA,NA,NA,"2024-01-11T10:44:31",11,1,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",196358250,NA,"Austin Smith",2024-03-17 22:42:59,"CC_BY_NC_4_0","stishovite","stishovite",NA,NA,2025-06-07 01:36:50.95,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4607095114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/172959930","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New Jersey","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.670023,-74.104252,43,NA,NA,NA,NA,NA,"2023-06-30T09:02:29",30,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",172959930,NA,"Austin Smith",2023-10-19 17:18:57,"CC_BY_NC_4_0","pidgygon","pidgygon",NA,NA,2025-06-07 01:53:42.606,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4606672999,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/203422025","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",26.4019,-81.878958,6,NA,NA,NA,NA,NA,"2024-03-21T17:54:58",21,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",203422025,NA,"A. W. Jones",2024-03-28 22:05:53,"CC_BY_NC_4_0","Zachary Lang","Zachary Lang",NA,NA,2025-06-07 01:08:45.643,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4597171747,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/203059149","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.893421,-75.371337,NA,NA,NA,NA,NA,NA,"2024-03-01T14:31",1,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",203059149,NA,"Nathan T. Jones",2024-03-19 03:01:26,"CC_BY_4_0","Nathan T. Jones","Nathan T. Jones",NA,NA,2025-06-07 00:49:30.097,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4597167686,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/203059171","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.893655,-75.37347,NA,NA,NA,NA,NA,NA,"2024-03-01T14:41",1,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",203059171,NA,"Nathan T. Jones",2024-03-19 03:01:29,"CC_BY_4_0","Nathan T. Jones","Nathan T. Jones",NA,NA,2025-06-07 01:20:30.636,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4465526903,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/193664397","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.934546,-75.418697,2,NA,NA,NA,NA,NA,"2023-12-02T12:52",2,12,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",193664397,NA,"Austin Smith",2023-12-11 16:19:21,"CC_BY_4_0","Nathan T. Jones","Nathan T. Jones",NA,NA,2025-06-07 00:07:00,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4465493897,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/193664398","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.934559,-75.4187,2,NA,NA,NA,NA,NA,"2023-12-02T12:52",2,12,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",193664398,NA,"Austin Smith",2023-12-11 16:19:17,"CC_BY_4_0","Nathan T. Jones","Nathan T. Jones",NA,NA,2025-06-07 02:53:55.17,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4465384007,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/174011572","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.333245,-83.141651,217,NA,NA,NA,NA,NA,"2023-07-20T17:51:39",20,7,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",174011572,NA,"Gabriel Barajas",2023-07-20 22:29:44,"CC_BY_NC_4_0","Gabriel Barajas","Gabriel Barajas",NA,NA,2025-06-07 02:57:11.159,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4458607906,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166417572","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Georgia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",31.953667,-81.061792,34,NA,NA,NA,NA,NA,"2023-06-09T10:45:21",9,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",166417572,NA,"",NA,"CC_BY_NC_4_0","mcanglin","mcanglin",NA,NA,2025-06-07 01:50:53.533,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4424259684,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/187029938","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Connecticut","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.250175,-72.863572,43,NA,NA,NA,NA,NA,"2023-10-10T11:15:39",10,10,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",187029938,NA,"Bridget Cervero",2023-10-10 19:28:24,"CC_BY_NC_4_0","Bridget Cervero","Bridget Cervero",NA,NA,2025-06-07 01:35:57.885,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4424164840,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/186087964","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New Jersey","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",39.108131,-74.706508,NA,NA,NA,NA,NA,NA,"2023-10-03T15:07:54",3,10,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",186087964,NA,"Carol Mullen",2023-10-03 21:22:11,"CC_BY_NC_4_0","Carol Mullen","Carol Mullen",NA,NA,2025-06-07 01:44:02.748,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4400057943,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/177705911","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"North Carolina","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",33.865639,-77.989981,39,NA,NA,NA,NA,NA,"2023-07-06T13:45:40",6,7,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",177705911,NA,"Broughton Taylor",2023-08-10 18:35:36,"CC_BY_NC_4_0","Broughton Taylor","Broughton Taylor",NA,NA,2025-06-07 02:03:31.16,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4176945019,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175358842","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.794978,-80.42318,4,NA,NA,NA,NA,NA,"2023-07-28T08:42:01",28,7,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",175358842,NA,"Austin Smith",2023-08-09 13:54:45,"CC_BY_NC_4_0","brads59","brads59",NA,NA,2025-06-07 01:15:46.323,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4171840968,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175858418","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Massachusetts","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.882853,-69.996662,145,NA,NA,NA,NA,NA,"2023-07-30T13:22:01",30,7,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",175858418,NA,"m107791",2023-07-31 01:37:38,"CC_BY_NC_4_0","m107791","m107791",NA,NA,2025-06-07 01:40:00.88,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4171482356,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/175956681","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Massachusetts","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.52934,-70.980832,58,NA,NA,NA,NA,NA,"2023-06-30T10:36:47",30,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",175956681,NA,"sj_brusini",2023-07-31 16:33:44,"CC_BY_NC_4_0","sj_brusini","sj_brusini",NA,NA,2025-06-07 02:43:19.162,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4162215903,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/172622791","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Delaware","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.937063,-75.319047,4493,NA,NA,NA,NA,NA,"2023-06-20T07:26:20",20,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",172622791,NA,"Jecy Klinkam",2023-07-13 03:59:09,"CC_BY_NC_4_0","Jecy Klinkam","Jecy Klinkam",NA,NA,2025-06-07 01:13:04.858,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4162010988,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/172415406","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Massachusetts","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.880822,-70.000798,15,NA,NA,NA,NA,NA,"2023-07-11T09:51",11,7,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",172415406,NA,"Kevin Lynch",2023-07-11 22:33:39,"CC_BY_4_0","Kevin Lynch","Kevin Lynch",NA,NA,2025-06-07 00:27:45.66,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4145439152,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170204962","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.257416,-88.124009,NA,NA,NA,NA,NA,NA,"2023-06-29T19:45:41",29,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",170204962,NA,"Aster",2023-06-30 00:51:08,"CC_BY_NC_4_0","Aster","Aster",NA,NA,2025-06-07 01:55:19.041,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4138661721,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/169824524","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New York","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.942945,-73.486707,NA,NA,NA,NA,NA,NA,"2023-06-26T10:52:20",26,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",169824524,NA,"Richard Aracil",2023-06-27 19:29:58,"CC_BY_NC_4_0","Richard Aracil","Richard Aracil",NA,NA,2025-06-07 02:57:17.021,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4138308569,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/168762493","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.207517,-83.062453,NA,NA,NA,NA,NA,NA,"2023-06-21T16:27:49",21,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",168762493,NA,"TheCarnivoreConnection",2023-06-22 02:25:56,"CC_BY_NC_4_0","TheCarnivoreConnection","TheCarnivoreConnection",NA,NA,2025-06-07 02:02:03.859,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4138238723,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166070718","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Connecticut","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.258977,-72.546097,6,NA,NA,NA,NA,NA,"2023-06-07T09:33:37",7,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",166070718,NA,"kenbehrens",2023-06-07 14:09:29,"CC_BY_NC_4_0","kenbehrens","kenbehrens",NA,NA,2025-06-07 01:33:18.362,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4138192664,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/166813041","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.893337,-75.37088,3,NA,NA,NA,NA,NA,"2023-06-08T08:38:23",8,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",166813041,NA,"brl555",2023-06-11 15:12:40,"CC_BY_NC_4_0","brl555","brl555",NA,NA,2025-06-07 02:42:55.266,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4138000695,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/165935022","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New York","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.936169,-73.144173,76,NA,NA,NA,NA,NA,"2023-06-06T12:03:54",6,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",165935022,NA,"Scott Loarie",2023-06-06 20:43:00,"CC_BY_NC_4_0","Cayla Rosenhagen","Cayla Rosenhagen",NA,NA,2025-06-07 01:24:01.311,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
